,,,,,,,Public Integrity Measures,,,,,Fiscal Openness,,,Citizen Engagement,,,Procurement,Access to Information Mechanisms,,Open Data,Elections,Justice,Public Services,How is it Done?,,,Who is Affected?,,,,Sectors,,,,,,,,,,,,,,Mainstreaming Issues,,OGP,Sum,Line Ministry Contact,,,,Working Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NR,1,Malta,4. Transparency in Public Spending,"There should be more transparency on how public funds are being spent. This should be monitored through the setting up of different boards to ensure internal accountability and transparency and the amalgamation of the revenue earning departments that includes legislative amendments, HR, systems, and logistical arrangements to ensure a smooth transition process. This merger is a process through which Government is aiming at strengthening its capabilities in ensuring a fuller, fairer collection of tax and other dues due to it, to further strengthen its efforts against abuse while at the same time reducing bureaucracy for businesses and individuals.","Ministry of Justice, Dialogue and the Family, Ministry for Gozo, Ministry for Resources and Rural Affairs, Ministry of Finance, the Economy and Investment, Ministry for Home and Parliamentary Affairs, Ministry for Fair Competition and Consumer
",None specified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,0
NR,1,Malta,5. Taxation and Benefits abuses,One should also make sure that there tax evasion is to be minimized as much as possible. This could be done through the increase in off site income tax inspections and enhance enforcement of tax collection; investment in more human resources in the investigation/compliance functions; introduction of measures to encourage moves from informal or undeclared work to regular employment; audit exercises through liaison between various government department and entities to curb abuse.,"Ministry of Justice, Dialogue and the Family, Ministry for Gozo, Ministry for Resources and Rural Affairs, Ministry of Finance, the Economy and Investment, Ministry for Home and Parliamentary Affairs, Ministry for Fair Competition and Consumer
",None specified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,0
NR,1,Malta,6. Procurement,"Procurement procedures should incorporate a balance between simplification, transparency and accountability. This could be achieved through better use of electronic means and more openness in tender evaluation.","Ministry of Justice, Dialogue and the Family, Ministry for Gozo, Ministry for Resources and Rural Affairs, Ministry of Finance, the Economy and Investment, Ministry for Home and Parliamentary Affairs, Ministry for Fair Competition and Consumer
",None specified,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,0
NR,1,Malta,7. One-stop shop for Citizens,"Citizens would like to see a reduction in bureaucracy when getting any public service and as much as possible by going to one entity. In this regards, the further use of Local Councils to act as one shop stop shall be encouraged. A case in point will be the use of Local Councils whereby citizens shall be offering social security services from the office of the local council once a week. This forms part of the reform which involves the extension of social security services on a regular basis within the heart of communities. As a result of this extension, the customer care facilities will be available to the residents of the localities at the office of the local council. The residents will not need to go to other villages of district offices for information and applications since their local council will offer this one-stop-shop facility. Among other facilities available to the residents, they will be able to apply for any social security benefits which do not need any notarial declaration, apply for the pink card and submit their sickness certificate.","Ministry of Justice, Dialogue and the Family, Ministry for Gozo, Ministry for Resources and Rural Affairs, Ministry of Finance, the Economy and Investment, Ministry for Home and Parliamentary Affairs, Ministry for Fair Competition and Consumer
",None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,0
45,1,Mexico,1) Public Service Website,"Desarrollar una página web de servicios públicos. Publicación preferentemente en un solo sitio web que acumule los servicios públicos más solicitados a nivel federal, o bien que cada dependencia o entidad responsable de prestar cada servicio publiquen, bajo un formato previamente establecido y homogéneo para toda la Administración Pública Federal, la siguiente información en su sitio web: nombre del servicio público, población beneficiaria, política o programa en el que se enmarca, trámites  para obtener el servicio, costo, tiempo de respuesta, mecanismos de participación ciudadana y sus resultados, sistema de quejas, sugerencias y sus resultados, presupuesto asignado y ejercido e indicadores de calidad.",Secretaría de la Función Pública (SFP),Artículo 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,1,0,0,1,1,1,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Maintenance and monitoring,1,1
46,1,Mexico,2) Civil Society Innovation Tools,"A) Habilitar herramientas y eventos para crear comunidades de programadores, desarrolladores y gente de la sociedad civil para fomentar innovación. Ejemplos: http://techcampglobal.org/ y http://datavizchallenge.org/
B) Habilitar una plataforma web donde cada dependencia de gobierno ponga los retos a los que enfrenta, proporcione datos e incluso un premio, y permita recibir propuestas de los ciudadanos, universidades y comunidades. Por ejemplo, que la Secretaría  de Educación Pública lance un reto para hacer que los niños sepan cuántas calorías comen en la escuela, ponga a disposición las bases de datos y se creen aplicaciones. Ejemplos: http://challenge.gov/",SFP,CitiVox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,1,0,0,1,1,0,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Continued work on basic implementation,1,1
47,1,Mexico,3) Social Program Catalogue,"Crear el catálogo nacional de programas sociales, mediante un sistema de información pública a partir de los esfuerzos que se realicen por parte de la sociedad civil y el gobierno.",Consejo Nacional de Evaluación de la Política de Desarrollo Social,Transparencia Mexicana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,0,1,0,0,1,1,0,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Maintenance and monitoring,1,1
48,1,Mexico,4) Corporate Accountability A: Boost the number of firms that publish information,"Incrementar el número de empresas que hacen pública la información sobre su gobierno corporativo y sus resultados económicos, sociales y ambientales. Línea de base 2011: 40 (tomada del Índice de Gestión Corporativa para la Sustentabilidad 2011 de GESOC).",Secretaría de Economía,Gestión Social y Cooperación (GESOC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,None,0,b. medium,2,0,0,0,1,0,1,0,0,0,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Maintenance and monitoring,1,1
49,1,Mexico,5) Corporate Accountability B: Statistical information about international bribery,"Publicar, bajo lo dispuesto por la ley mexicana y en concordancia con los objetivos de OGP, la estadística sobre investigaciones de empresas mexicanas que operan en el extranjero o extranjeras que operan en México en materia de cohecho transnacional, detallando características que, sin menoscabo de lo dispuesto por el secreto de la investigación, permitan reconocer el desempeño de las instituciones mexicanas en la materia.",Procuraduría General de la República,Transparencia Mexicana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,0,0,0,0,1,0,1,0,1,NR,NR,NR,NR,NR,NR,NR,NR,a. Not started,1,d. Complete,4,3,behind schedule,0,0,0,1,Continued work on basic implementation,1,1
50,1,Mexico,6) Corporate Accountability C: PET Plastic,"Incentivar la corresponsabilidad de las empresas privadas en el manejo adecuado de los residuos, principalmente de los envases de PET, promoviendo la coordinación con las autoridades correspondientes para hacer un portal con información relativa a: puntos de acopio y centros de reciclaje, por estados (definir por fases), cantidad de PET fabricado, cantidad de PET exportado, cuánto se recicla, cuál es la infraestructura en el país para el reciclaje de PET, y otras informaciones relativas al tema (trámites, normas, planes y programas, precios, etc.), que entreguen a los actores del sector y al público en general, herramientas para la toma de decisiones, y a la vez promueva de manera focalizada la transparencia y la participación social conjunta (esta acción se deberá priorizar en los municipios que tengan más de 70,000 habitantes).",Secretaría de Medio Ambiente y Recursos Naturales,Cultura Ecológica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,0,0,1,0,1,0,1,0,1,NR,NR,NR,NR,NR,NR,NR,NR,c. Substantial,3,d. Complete,4,1,behind schedule,1,0,1,1,Significant revision of the commitment,1,1
51,1,Mexico,7) Corporate Accountability D: Mexico’s joining the EITI,"Adhesión de México a la Iniciativa Internacional de las Industrias Extractivas (EITI). EITI es una iniciativa global para la transparencia en materia de recursos estratégicos de extracción como el petróleo, gas y minerales; que provee de estándares para que las compañías publiquen lo que pagan y los gobiernos revelen lo que reciben. EITI es una coalición multiactor compuesta por gobiernos, empresas, grupos de la sociedad civil, inversionistas y organizaciones internacionales. Dada la riqueza de México en estos recursos, la propuesta consiste en apoyar la inclusión de México en EITI.","Secretaría de Energía, Petróleos Mexicanos, Secretaría de Hacienda y Crédito Público, Secretaría de Economía y Secretaría de Relaciones Exteriores","Transparencia Mexicana, Fundar: Centro de Análisis e Investigación",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,0,1,0,1,1,0,0,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Continued work on basic implementation,1,1
52,1,Mexico,8) Publish List of Subsidy Beneficiaries,Elaborar un plan de trabajo para lograr la publicación de los padrones de beneficiarios de programas de subsidios gubernamentales en formatos abiertos y libres.,Instituto Federal de Acceso a la Información y Protección de Datos Personales (IFAI),Fundar: Centro de Análisis e Investigación,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,,,,,NR,NR,NR,NR,NR,0,None,0,b. medium,2,1,1,0,0,0,1,0,0,1,1,NR,NR,NR,NR,NR,NR,NR,NR,b. Limited,2,d. Complete,4,2,behind schedule,0,0,0,1,Continued work on basic implementation,1,1
53,1,Mexico,9) Improve Database Quality,Mejorar la calidad de ciertas bases de datos que son utilizadas por los investigadores y recibir apoyo técnico específico para acceder a bases de datos completas.,Instituto Nacional de Estadística y Geografía (INEGI),Centro de Investigación para el Desarrollo (CIDAC),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,None,0,a. low,1,0,0,1,0,0,1,0,0,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,0,0,No further action required,1,1
54,1,Mexico,10) Publish Protection Resources,"Desarrollar una página web que publique de manera permanente y actualizada los recursos destinados, asignación y ejecución mensual, a la protección de los periodistas y defensores de los derechos humanos, incluyendo: concepto y motivación del gasto, y resultados.",Procuraduría General de la República,Artículo 19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,0,0,0,1,0,0,1,1,NR,NR,NR,NR,NR,NR,NR,NR,b. Limited,2,d. Complete,4,2,behind schedule,0,0,0,1,Continued work on basic implementation,1,1
55,1,Mexico,11) Publish Budget Assigned to Federal Entities for Medical Purchases,Publicar los montos asignados a las entidades federativas (regímenes estatales de protección social en salud) para la compra de medicamentos y otros insumos para la salud.,Comisión Nacional de Protección Social en Salud (Seguro Popular),Fundar: Centro de Análisis e Investigación,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,NR,NR,NR,NR,NR,0,None,0,b. medium,2,1,1,0,0,0,1,0,1,0,1,NR,NR,NR,NR,NR,NR,NR,NR,c. Substantial,3,d. Complete,4,1,behind schedule,1,0,1,1,Extension based on existing implementation,1,1
56,1,Mexico,12) Evaluation of Human Rights Obligations,Generar información que permita valorar los esfuerzos del Estado mexicano para cumplir con sus obligaciones de derechos humanos. La información debe incluir desagregación de los recursos presupuestarios por grupos de población a los que beneficia; información sobre el impacto de dichos recursos y de las políticas públicas del gobierno sobre las poblaciones mencionadas e información que permita evaluar los recursos dirigidos a temas sensibles y de urgente atención.,"Secretaría de Gobernación, Instituto Nacional de Migración e Instituto Federal de Acceso a la Información y Protección de Datos",Fundar: Centro de Análisis e Investigación,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,0,1,0,0,0,0,1,0,1,NR,NR,NR,NR,NR,NR,NR,NR,b. Limited,2,NA,NA,NA,NA,0,0,0,1,Continued work on basic implementation,1,1
57,1,Mexico,13) Mining Projects Database,Elaborar una base de datos pública y en formato electrónico con información sobre los proyectos de exploración y explotación de las compañías mineras que operan en México.,Secretaría de Economía,Fundar: Centro de Análisis e Investigación,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,0,0,0,1,1,0,0,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,0,No further action required,1,1
58,1,Mexico,14) Publish PEMEX Donation Data,"Publicar en la página de Internet de PEMEX la relación anual de donativos y donaciones, reportes de comprobación y seguimiento de los recursos entregados y evaluaciones realizadas por PEMEX en cuanto a la correcta aplicación de los recursos.",Secretaría de Energía y PEMEX,"Fundar, Centro de Análisis e Investigación",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,1,0,1,1,0,1,1,1,NR,NR,NR,NR,NR,NR,NR,NR,c. Substantial,3,d. Complete,4,1,behind schedule,1,0,1,1,Maintenance and monitoring,1,1
59,1,Mexico,15) Presenting the School Budget,"Construir y presentar un presupuesto para cada escuela pública de primaria y secundaria del Distrito Federal, que dependen administrativa y financieramente de la SEP.",Secretaría de Educación Pública y Secretaría de Hacienda y Crédito Público,Instituto Mexicano para la Competitividad (IMCO),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,1,0,0,1,0,0,0,1,NR,NR,NR,NR,NR,NR,NR,NR,b. Limited,2,d. Complete,4,2,behind schedule,0,0,0,1,Continued work on basic implementation,1,1
60,1,Mexico,16) Publish PEMEX Contract Data,"Publicar en la página de Internet Compranet y en la página web de PEMEX y sus subsidiarias, los fallos de licitación y las versiones públicas de los contratos celebrados por PEMEX y sus subsidiarias.","Instituto Federal de Acceso a la Información y Protección de Datos, Secretaría de la Función Pública y Petróleos Mexicanos","Fundar, Centro de Análisis e Investigación",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,0,1,0,1,0,1,1,1,NR,NR,NR,NR,NR,NR,NR,NR,b. Limited,2,d. Complete,4,2,behind schedule,0,0,0,1,Continued work on basic implementation,1,1
61,1,Mexico,17) Improve the Electronic Purchasing System (COMPRANET),"Mejorar los sistemas electrónicos de compras (COMPRANET) de las dependencias del gobierno federal para que se pueda consultar: 1) número de transacciones realizadas por cada dependencia, por tipo y monto; 2) número de adjudicaciones directas realizadas por cada dependencia y el precio final de cada uno de los contratos; 3) lista de proveedores autorizados y sancionados; 4) funcionarios responsables de cada operación; 5) contratos rescindidos; 6) cotejo de presupuesto aprobado con presupuesto ejercido.",Secretaría de la Función Pública,Centro de Investigación para el Desarrollo (CIDAC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,0,1,1,0,0,1,0,0,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Maintenance and monitoring,1,1
62,1,Mexico,18) Publish Governmental Advertising Expenditures,"Desarrollar una página web con información, por dependencia o entidad, del gasto en publicidad oficial que contenga: institución, gasto en los medios, campaña, objetivo y criterio de asignación, documentación completa sobre contratación (contrato/convenio y facturas) presupuesto asignado e informes de ejecución, y también un contador que actualice el gasto y los resultados obtenidos.",Secretaría de la Función Pública y Secretaría de Gobernación,"Artículo 19 y Fundar, Centro de Análisis e Investigación",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,1,0,0,1,0,1,1,1,NR,NR,NR,NR,NR,NR,NR,NR,c. Substantial,3,d. Complete,4,1,behind schedule,1,0,1,1,Maintenance and monitoring,1,1
63,1,Mexico,19) Improve Transparency of Public Servant Salary Budget,"Con base en el criterio con el que se han detallado en el PEF 2012 las percepciones para el personal adscrito a la ASF, integrar el presupuesto de percepciones destinado a los servidores públicos adscritos a la Administración Pública Federal. El IMCO reconoce la imposibilidad material para que se haga esta adición ahora, así que para registrar el primer avance de esta propuesta, el IMCO solicitará que quede como compromiso y, llegado el momento de integración del PEF 2013, se realicen las acciones correspondientes.",Secretaría de Hacienda y Crédito Público,Instituto Mexicano para la Competitividad (IMCO),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,0,1,1,0,0,0,0,1,0,1,NR,NR,NR,NR,NR,NR,NR,NR,c. Substantial,3,c. Substantial,3,0,on schedule,1,0,1,1,Maintenance and monitoring,1,1
64,1,Mexico,20) Budget Formation Process,"Incluir en el portal www.transparenciapresupuestaria.gob.mx,  información sobre: la formulación del presupuesto (POAs, anteproyectos de presupuestos, carátulas de los techos presupuestarios, los criterios de utilización de la información del SED y recomendaciones de la ASF); bases de cálculo de estimaciones de ingresos y variables macroeconómicas; información sobre la clasificación económica hasta el nivel de partida, y partida específica dentro de los Analíticos Presupuestarios; información detallada sobre la composición, plazos y destino de la deuda pública; información desagregada sobre el uso de fondos y fideicomisos y publicación detallada sobe créditos fiscales.",Secretaría de Hacienda y Crédito Público,"Fundar, Centro de Análisis e Investigación",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,0,0,0,1,0,1,1,1,NR,NR,NR,NR,NR,NR,NR,NR,c. Substantial,3,Unclear,Unclear,Unclear,Unclear,1,0,1,1,Maintenance and monitoring,1,1
65,1,Mexico,21) SAT Microsite,"Elaborar un micrositio en la página web del SAT que explique a cabalidad el motivo de la cancelación masiva de créditos fiscales 2007, y una base de datos en formato abierto que contenga los siguientes campos: ID del crédito, importe, rango del importe (A-J), tipo de contribuyente, razón o motivo de la cancelación (imposibilidad práctica de cobro o incosteabilidad), supuesto (I-IV o I-II), estado de la república y sector. Sería ideal que se generara una visualización de dicha base de datos.",Servicio de Administración Tributaria,"Fundar, Centro de Análisis e Investigación",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,1,0,0,1,0,1,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,0,No further action required,1,1
66,1,Mexico,22) Budget Transparency,"Publicar elementos que fortalezcan la transparencia de los programas presupuestarios, particularmente de los programas de subsidio (con clasificación presupuestaria S y U) y de los programas de prestación de servicios públicos (con clasificación presupuestaria B y E) en materia de beneficiarios.",Secretaría de Hacienda y Crédito Público y el Consejo Nacional de Evaluación de la Política de Desarrollo Social,Gestión Social y Cooperación (GESOC),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,None,0,b. medium,2,1,1,0,0,0,1,0,0,1,1,NR,NR,NR,NR,NR,NR,NR,NR,b. Limited,2,NA,NA,NA,NA,0,0,0,1,Extension based on existing implementation,1,1
67,1,Mexico,23) Evolution of the Matrix of Results Indicators (MIR),Publicar elementos que permitan identificar la evolución histórica de la Matriz de Indicadores de Resultados (MIR) de todos los programas que han sido evaluados al menos una vez desde el ejercicio presupuestal 2008.,Secretaría de Hacienda y Crédito Público y Consejo Nacional de Evaluación de la Política de Desarrollo Social,Gestión Social y Cooperación (GESOC),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,b. medium,2,1,1,0,0,0,1,0,1,0,1,NR,NR,NR,NR,NR,NR,NR,NR,c. Substantial,3,NA,NA,NA,NA,1,0,1,1,Maintenance and monitoring,1,1
68,1,Mexico,24) Regulatory Search Engines (Energy),"Publicar en formato claro y útil las resoluciones y opiniones de los órganos reguladores, mediante motores de búsqueda en línea que permitan la consulta por sector, etapa, número de expediente, o palabra clave.",Comisión Reguladora de Energía,Centro de Investigación para el Desarrollo (CIDAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,0,1,0,1,1,0,1,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Maintenance and monitoring,1,1
69,1,Mexico,25) Regulatory Search Engines (Telecom),"Publicar en formato claro y útil las resoluciones y opiniones de órganos reguladores, mediante motores de búsqueda en línea que permitan la consulta por sector, etapa, número de expediente, o palabra clave.",Comisión Federal de Telecomunicaciones (COFETEL),Centro de Investigación para el Desarrollo (CIDAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,0,0,1,1,0,1,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Maintenance and monitoring,1,1
70,1,Mexico,26) Regulatory Search Engines (Aeronautics),"Publicar en formato claro y útil las resoluciones y opiniones de los órganos reguladores, mediante motores de búsqueda en línea que permitan la consulta por sector, etapa, número de expediente, o palabra clave.","Dirección General de Aeronáutica Civil, Secretaria de Comunicaciones y Transportes",Centro de Investigación para el Desarrollo (CIDAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,0,0,1,1,0,1,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Maintenance and monitoring,1,1
71,1,Mexico,27) Access to Information: Website,"Página de Internet que compile todos los materiales y herramientas de capacitación, difusión y creación de capacidades desarrolladas por los sujetos obligados a difundir, promocionar y enseñar el Derecho de Acceso a la Información y Protección de Datos Personales, que incluya espacios para subir aportes de otros actores.",Instituto Federal de Acceso a la Información y Protección de Datos,Cultura Ecológica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,0,1,0,0,1,1,0,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Maintenance and monitoring,1,1
72,1,Mexico,28) Access to Information: Synergies,"Hacer sinergias con las plataformas existentes de vinculación con las comunidades a nivel nacional de otras dependencias de la APF para hacer promoción y difusión proactiva del DAI y protección de datos personales por medios no electrónicos. Se propone trabajar con la CDI, SSA y, eventualmente, con la SEMARNAT/CONAFOR.",Instituto Federal de Acceso a la Información y Protección de Datos,Cultura Ecológica,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,0,1,0,0,1,1,0,0,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Significant revision of the commitment,1,1
73,1,Mexico,29) Criminal Investigation Site,Elaborar un programa dirigido a las víctimas del delito para conocer el estado de sus averiguaciones previas vía electrónica con el objeto de agilizar y transparentar la consulta sobre las investigaciones.,Procuraduría General de la República,Artículo 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,0,1,0,1,1,1,1,1,1,NR,NR,NR,NR,NR,NR,NR,NR,a. Not started,1,d. Complete,4,3,behind schedule,0,0,0,1,Continued work on basic implementation,1,1
